,sna,tot,sbi,sarea,mday,ar,bemp,act
83,YouBike2.0_仁愛安和路口,25,5,大安區,2023-05-27 14:14:14,仁愛路四段258號前,20,1
84,YouBike2.0_信義敦化路口,46,3,大安區,2023-05-27 14:17:33,信義路四段155號前,43,1
85,YouBike2.0_仁愛國中,25,0,大安區,2023-05-27 14:17:24,安和路一段75號(對面),23,1
86,YouBike2.0_捷運信義安和站(2號出口),26,0,大安區,2023-05-27 14:17:24,信義路四段188號前,25,1
87,YouBike2.0_八德市場,30,1,大安區,2023-05-27 14:14:14,市民大道三段170號,28,1
88,YouBike2.0_昌隆公園,16,1,大安區,2023-05-27 14:17:24,市民大道三段206號西側,14,1
89,YouBike2.0_捷運大安森林公園站(2號出口),62,6,大安區,2023-05-27 14:16:16,捷運大安森林公園站(2號出口)西側,56,1
90,YouBike2.0_信義延吉街口,15,2,大安區,2023-05-27 14:18:13,信義路四段353號,13,1
91,YouBike2.0_光信公園(光復南路456巷),15,1,大安區,2023-05-27 14:16:16,延吉街249號,13,1
94,YouBike2.0_捷運忠孝新生站(6號出口),15,1,大安區,2023-05-27 14:17:24,新生南路一段101號,14,1
95,YouBike2.0_捷運忠孝新生站(4號出口),34,2,大安區,2023-05-27 14:18:13,忠孝新生路口北側,31,1
96,YouBike2.0_大安高工,23,1,大安區,2023-05-27 14:14:04,復興南路二段52號(前),20,1
97,YouBike2.0_捷運忠孝新生站(3號出口),23,1,大安區,2023-05-27 14:04:19,忠孝東路三段與10巷口,22,1
99,YouBike2.0_敦化市民路口,23,3,大安區,2023-05-27 14:14:14,敦化南路1段158號(前),17,1
100,YouBike2.0_捷運大安森林公園站(5號出口),15,2,大安區,2023-05-27 14:15:15,捷運大安森林公園站(5號出口)東側,13,1
102,YouBike2.0_東豐公園,19,0,大安區,2023-05-27 13:58:04,東豐街24號(旁公園路側),18,1
103,YouBike2.0_德安公園(四維路66巷),14,5,大安區,2023-05-27 14:18:13,四維路66巷6號北側,9,1
105,YouBike2.0_捷運忠孝敦化站(2號出口),17,7,大安區,2023-05-27 14:17:33,忠孝東路四段221號,10,1
106,YouBike2.0_捷運忠孝敦化站(7號出口),18,8,大安區,2023-05-27 14:16:16,忠孝東路四段143號,9,1
107,YouBike2.0_瑞安街208巷,15,4,大安區,2023-05-27 14:05:16,瑞安街208巷39號對面,11,1
108,YouBike2.0_樂利路21巷口,17,1,大安區,2023-05-27 14:14:14,樂利路25號,16,1
109,YouBike2.0_捷運科技大樓站(台北教育大學),46,2,大安區,2023-05-27 14:12:14,和平東路二段134號前,44,1
111,YouBike2.0_仁愛醫院,30,0,大安區,2023-05-27 14:09:04,仁愛路四段/大安路一段口(西南側),30,1
113,YouBike2.0_成功國宅,30,5,大安區,2023-05-27 14:11:14,和平東路三段1巷/四維路198巷口(西北側),25,1
114,YouBike2.0_仁愛延吉街口,25,7,大安區,2023-05-27 14:11:14,仁愛路四段376號前,18,1
115,YouBike2.0_捷運信義安和站(1號出口),33,0,大安區,2023-05-27 14:16:04,信義路四段225號前,32,1
116,YouBike2.0_敦化南路二段103巷口,24,0,大安區,2023-05-27 14:16:04,敦化南路二段99號前,24,1
117,YouBike2.0_復興南路二段128巷口,28,4,大安區,2023-05-27 14:15:15,復興南路二段142之1號前,24,1
119,YouBike2.0_芳蘭山莊,16,2,大安區,2023-05-27 13:42:14,基隆路三段155巷148號,14,1
121,YouBike2.0_捷運東門站(5號出口),28,9,大安區,2023-05-27 14:18:13,信義路二段178號前,18,1
124,YouBike2.0_臺北科技大學(電機工程系),16,2,大安區,2023-05-27 14:16:16,忠孝東路三段100號對側,14,1
126,YouBike2.0_新生南路三段94巷口,15,0,大安區,2023-05-27 14:18:13,新生南路三段94號前,14,1
127,YouBike2.0_辛亥新生路口西北側,12,3,大安區,2023-05-27 14:17:33,辛亥路一段/新生南路三段(西北側),8,1
128,YouBike2.0_捷運大安站(6號出口),19,0,大安區,2023-05-27 14:17:33,復興南路一段303號前,19,1
129,YouBike2.0_臥龍街195巷口,14,1,大安區,2023-05-27 14:15:04,臥龍街/臥龍街195巷(南側),12,1
130,YouBike2.0_辛亥路三段157巷口,19,0,大安區,2023-05-27 13:46:04,辛亥路三段與辛亥路三段157巷口西北側,19,1
131,YouBike2.0_臥龍基隆路口,16,1,大安區,2023-05-27 14:17:33,臥龍街與基隆路二段口東北側,15,1
132,YouBike2.0_敦親公園,20,3,大安區,2023-05-27 14:18:13,和平東路二段96巷8之1號(前方),17,1
134,YouBike2.0_和平敦化路口,25,6,大安區,2023-05-27 14:16:16,和平東路三段 / 敦化南路二段口(東側),18,1
135,YouBike2.0_基隆長興路口,43,3,大安區,2023-05-27 14:16:16,基隆路/長興街(東南側),40,1
136,YouBike2.0_仁愛路四段122巷口,16,3,大安區,2023-05-27 14:11:14,仁愛路四段118號前,13,1
137,YouBike2.0_市民敦化路口,15,6,大安區,2023-05-27 14:17:33,敦化南路一段111號前,9,1
138,YouBike2.0_忠孝東路四段49巷口,15,4,大安區,2023-05-27 14:17:24,忠孝東路四段55號前,10,1
139,YouBike2.0_市民復興路口(東南側),16,7,大安區,2023-05-27 14:16:16,市民大道四段/復興路一段口(東南側),9,1
140,YouBike2.0_和平新生路口西南側,13,0,大安區,2023-05-27 14:16:04,新生南路三段2號前,13,1
141,YouBike2.0_全安公園,16,6,大安區,2023-05-27 14:11:14,安和路二段227巷16號對側,10,1
142,YouBike2.0_信義路三段134巷口,19,1,大安區,2023-05-27 14:17:33,信義路三段/信義路三段134巷口,18,1
143,YouBike2.0_仁愛敦南圓環(東南側),16,1,大安區,2023-05-27 14:17:33,仁愛路四段110號前,11,1
144,YouBike2.0_臺北遠企購物中心,33,2,大安區,2023-05-27 14:17:33,敦化南路二段201號前,30,1
145,YouBike2.0_外交部外交及國際事務學院,17,6,大安區,2023-05-27 14:17:33,敦化南路一段280號,11,1
146,YouBike2.0_四維路170巷口,22,1,大安區,2023-05-27 14:14:14,敦化南路二段92號對側中央分隔島,21,1
148,YouBike2.0_捷運臺電大樓站(2號出口)_1,31,0,大安區,2023-05-27 14:05:05,羅斯福路三段201號旁,30,1
149,YouBike2.0_信義路四段199巷,15,6,大安區,2023-05-27 14:05:16,信義路四段199巷/安和路一段90巷口,8,1
151,YouBike2.0_敦化南路二段81巷,40,4,大安區,2023-05-27 14:13:14,敦化南路二段與敦化南路二段81巷口西北側,35,1
152,YouBike2.0_原臺北刑務所官舍,23,1,大安區,2023-05-27 14:14:14,金華街78號對側,22,1
154,YouBike2.0_懷生國中,15,6,大安區,2023-05-27 14:17:33,忠孝東路三段248巷30號,8,1
156,YouBike2.0_立人國小,17,9,大安區,2023-05-27 14:02:14,安和路二段/敦化南路二段81巷(西南側),5,1
157,YouBike2.0_和平東路二段18巷口,24,4,大安區,2023-05-27 14:16:16,辛亥路二段43號前,19,1
158,YouBike2.0_捷運大安站(5號出口),19,0,大安區,2023-05-27 14:12:04,復興南路二段/信義路四段(東南側),16,1
159,YouBike2.0_臨江公園,13,0,大安區,2023-05-27 13:52:04,通化街143巷33號對側,12,1
160,YouBike2.0_羅斯福路四段113巷19弄口,14,5,大安區,2023-05-27 13:32:14,羅斯福路四段119巷84號對側,8,1
163,YouBike2.0_樂利路101巷口,13,5,大安區,2023-05-27 14:17:34,樂利路97號前,8,1
164,YouBike2.0_羅斯福浦城街口,15,4,大安區,2023-05-27 14:17:34,羅斯福路三段117號前,11,1
166,YouBike2.0_臺北市立圖書館大同分館,20,5,大同區,2023-05-27 14:05:16,重慶北路三段318號旁,15,1
167,YouBike2.0_合昌宮,15,6,大同區,2023-05-27 14:01:16,環河北路二段371號旁,9,1
168,YouBike2.0_民族延平路口,23,4,大同區,2023-05-27 13:49:15,延平北路三段123號北側,19,1
169,YouBike2.0_重慶酒泉街口,30,0,大同區,2023-05-27 14:14:04,重慶北路三段260號前,30,1
170,YouBike2.0_樹德公園,14,5,大同區,2023-05-27 14:13:14,大龍街85巷12號對側,9,1
171,YouBike2.0_陳天來故居,18,8,大同區,2023-05-27 14:11:14,西寧北路112號前方,10,1
172,YouBike2.0_臺北孔廟,27,4,大同區,2023-05-27 14:17:34,哈密街61號口對側人行道,23,1
175,YouBike2.0_重慶國中,37,4,大同區,2023-05-27 13:40:21,敦煌路19號前,33,1
177,YouBike2.0_台北數位產業園區,24,3,大同區,2023-05-27 14:14:14,承德路三段287號前方,21,1
178,YouBike2.0_民權延平路口(西北側),20,7,大同區,2023-05-27 14:17:34,民權西路239號前方,13,1
181,YouBike2.0_大龍老人住宅,14,3,大同區,2023-05-27 13:55:23,民族西路82號前方,11,1
182,YouBike2.0_大龍峒社會住宅,20,7,大同區,2023-05-27 14:16:16,承德路三段210號旁,13,1
183,YouBike2.0_捷運大橋頭站(2號出口),57,9,大同區,2023-05-27 14:18:13,捷運大橋頭站(2號出口)西側,47,1
184,YouBike2.0_捷運大橋頭站(1A出口),18,0,大同區,2023-05-27 14:17:34,民權西路237號旁,16,1
185,YouBike2.0_捷運民權西路站(2號出口),25,3,大同區,2023-05-27 14:17:34,捷運民權西路站(2號出口)西側,22,1
186,YouBike2.0_捷運雙連站(2號出口),41,6,大同區,2023-05-27 14:18:13,萬全街22號對面,35,1
188,YouBike2.0_朝陽公園,10,0,大同區,2023-05-27 13:59:04,重慶北路二段62-1號旁,10,1
190,YouBike2.0_大龍公園,18,2,大同區,2023-05-27 14:03:15,大龍街217號對側,16,1
191,YouBike2.0_重慶涼州街口,13,6,大同區,2023-05-27 13:28:14,重慶北路二段180號旁,7,1
192,YouBike2.0_圓山線形公園,14,4,大同區,2023-05-27 14:13:14,玉門街/民族西路(西北側),10,1
193,YouBike2.0_圓環站,28,8,大同區,2023-05-27 14:17:34,重慶北路一段128號前,20,1
194,YouBike2.0_重慶民族路口,20,2,大同區,2023-05-27 14:17:34,重慶北路三段162號前,17,1
195,YouBike2.0_承德路三段8巷口,16,5,大同區,2023-05-27 14:12:14,承德路三段14號前,11,1
197,YouBike2.0_國順公園,20,7,大同區,2023-05-27 14:11:14,昌吉街117號前,13,1
198,YouBike2.0_聯合醫院中興院區,27,2,大同區,2023-05-27 14:17:24,長安西路299號(對面),25,1
200,YouBike2.0_迪化休閒運動公園,15,1,大同區,2023-05-27 14:18:13,延平北路四段200號(南側),14,1
201,YouBike2.0_大同運動中心,16,2,大同區,2023-05-27 14:07:14,大龍街51號(旁),14,1
202,YouBike2.0_重慶保安街口(家樂福重慶店),20,3,大同區,2023-05-27 14:16:16,重慶北路二段171號(旁),17,1
205,YouBike2.0_民權國中(民權西路),17,6,大同區,2023-05-27 14:10:20,民權西路/蘭州街(西側),11,1
206,YouBike2.0_承德民權路口,17,7,大同區,2023-05-27 14:11:14,承德路二段239號前,10,1
207,YouBike2.0_南京太原路口,18,8,大同區,2023-05-27 14:11:14,南京西路/太原路(東側),10,1
208,YouBike2.0_承德民生西路口,11,6,大同區,2023-05-27 14:16:16,承德路二段137號前,5,1
209,YouBike2.0_太原五原路口,24,1,大同區,2023-05-27 14:15:04,太原路 / 五原路口(東南側),23,1
211,YouBike2.0_捷運民權西路站(3號出口),50,1,大同區,2023-05-27 14:17:34,民權西路70巷37號對面,49,1
213,YouBike2.0_重慶長安路口,15,1,大同區,2023-05-27 14:05:16,長安西路244號(重慶路側),14,1
214,YouBike2.0_承德昌吉街口,18,5,大同區,2023-05-27 14:04:19,承德路三段83號前,13,1
217,YouBike2.0_樹德公園_1,21,6,大同區,2023-05-27 14:11:14,大龍街/大龍街85巷(東北側),15,1
219,YouBike2.0_成淵高中,14,9,大同區,2023-05-27 13:52:15,錦西街與錦西街52巷口東北側,5,1
220,YouBike2.0_雙蓮國小,20,4,大同區,2023-05-27 14:09:14,民權西路102巷4弄25號對側人行道,16,1
221,YouBike2.0_寧夏涼州街口,15,3,大同區,2023-05-27 14:07:14,寧夏路141號對側,12,1
222,YouBike2.0_延平涼州街口,14,6,大同區,2023-05-27 14:17:34,延平北路二段/涼州街口(行人天橋下),8,1
223,YouBike2.0_劍潭抽水站,17,3,士林區,2023-05-27 13:59:15,通河東街325巷/通河東街口,10,1
224,YouBike2.0_通河東街大南路口,15,4,士林區,2023-05-27 14:17:34,通河東街1段192號(旁),10,1
225,YouBike2.0_福港街停車場,22,2,士林區,2023-05-27 14:14:14,華齡街175號(旁),20,1
226,YouBike2.0_百齡國小,50,1,士林區,2023-05-27 14:17:34,前港街104號(對面),49,1
227,YouBike2.0_雨聲街165巷口,15,1,士林區,2023-05-27 13:38:03,雨聲街/雨聲街165巷(西北側),14,1
228,YouBike2.0_天和公園,13,2,士林區,2023-05-27 14:17:34,天母東路69巷30號(前方路側),8,1
229,YouBike2.0_中山天母路口,29,3,士林區,2023-05-27 14:16:16,天母西路3-55號前人行道,26,1
231,YouBike2.0_臺北市立大學(天母校區),23,5,士林區,2023-05-27 14:17:34,士東路276號至280號對面人行道,18,1
234,YouBike2.0_天母北天玉街口,15,5,士林區,2023-05-27 14:13:14,天母北路33號(前),10,1
235,YouBike2.0_蘭興公園,48,9,士林區,2023-05-27 14:18:13,中山北路六段/士東路(西北側),39,1
236,YouBike2.0_明勝公園,14,1,士林區,2023-05-27 13:21:17,承德路4段6巷71號(對面),11,1
237,YouBike2.0_劍潭海外青年活動中心,23,1,士林區,2023-05-27 14:01:16,中山北路4段/通河街口,22,1
238,YouBike2.0_忠誠路一段173巷口,11,8,士林區,2023-05-27 13:21:17,忠誠路一段177號(前),3,1
239,YouBike2.0_雨農國小,35,5,士林區,2023-05-27 14:13:14,忠誠路一段127號(前),28,1
240,YouBike2.0_忠誠公園,14,1,士林區,2023-05-27 14:15:15,忠誠路一段18號(對面),11,1
241,YouBike2.0_芝山抽水站,21,4,士林區,2023-05-27 13:41:16,至誠路二段47-49號(前),17,1
242,YouBike2.0_至誠路一段305巷口,21,7,士林區,2023-05-27 13:44:17,至誠路一段303號(對面),14,1
243,YouBike2.0_華齡公園,25,9,士林區,2023-05-27 14:13:14,劍潭路76號(對面),15,1
244,YouBike2.0_前港公園(福德宮),18,2,士林區,2023-05-27 13:49:15,後港街134巷/後港街口,16,1
245,YouBike2.0_華齡街185巷口,12,3,士林區,2023-05-27 14:14:14,華齡街188號(前),8,1
246,YouBike2.0_前港公園(前港街),19,2,士林區,2023-05-27 14:15:15,前港街48號(對面),17,1
247,YouBike2.0_百齡高中,15,5,士林區,2023-05-27 14:02:14,承德路四段179巷/承德路4段口,10,1
249,YouBike2.0_臺灣戲曲中心,14,3,士林區,2023-05-27 14:13:14,文林路751號(南側),10,1
251,YouBike2.0_劍潭基河路口,20,8,士林區,2023-05-27 14:10:20,劍潭路基河路口(捷運站橋下空間),12,1
252,YouBike2.0_志成公園,23,5,士林區,2023-05-27 14:06:16,中正路/雨農路口(西北側),18,1
253,YouBike2.0_福林國小,14,2,士林區,2023-05-27 14:08:15,福志路50號(對面),11,1
255,YouBike2.0_士林運動中心,30,3,士林區,2023-05-27 14:16:16,士商路1號(前),27,1
259,YouBike2.0_華聲公園,27,0,士林區,2023-02-03 10:09:04,華聲街17號(南側路側),27,0
261,YouBike2.0_捷運士林站(2號出口),30,6,士林區,2023-05-27 14:16:16,中山北路五段505巷44弄2號(對面),22,1
262,YouBike2.0_銘傳大學,30,0,士林區,2023-05-17 23:56:05,中山北路五段250號(銘傳大學對側),29,0
265,YouBike2.0_聯合醫院陽明院區,15,1,士林區,2023-05-27 14:14:04,雨聲街105號(南側),13,1
270,YouBike2.0_梅林新村,15,2,士林區,2023-05-27 11:54:04,至善路一段/至善路一段138巷(北側),13,1
272,YouBike2.0_重慶北路四段190巷口,13,2,士林區,2023-05-27 13:12:14,重慶北路四段198號(前),11,1
273,YouBike2.0_重慶北葫東街口,15,2,士林區,2023-05-27 13:41:16,重慶北路四段177號(前),13,1
274,YouBike2.0_葫蘆國小,20,5,士林區,2023-05-27 14:16:16,環河北路三段/葫蘆街(東北側),15,1
276,YouBike2.0_社正公園,15,2,士林區,2023-05-27 13:49:15,社中街39號(對面),13,1
279,YouBike2.0_忠誠路一段138號,15,5,士林區,2023-05-27 14:15:15,忠誠路一段138號(斜前方),9,1
280,YouBike2.0_社子公園,14,0,士林區,2023-05-27 14:09:04,永平街20巷37弄/永平街20巷11弄(社子公園南側),14,1
281,YouBike2.0_國立故宮博物院,17,5,士林區,2023-05-27 13:45:15,力行街8號(對面),11,1
282,YouBike2.0_泰北高中,16,4,士林區,2023-05-27 14:08:15,福林路240號(前),12,1
283,YouBike2.0_後港公園,15,1,士林區,2023-05-27 14:13:14,通河東街二段26號(旁公園),14,1
284,YouBike2.0_重慶北路四段117號,18,8,士林區,2023-05-27 14:11:14,重慶北路四段117號(前),10,1
285,YouBike2.0_社子島島頭公園,15,9,士林區,2023-05-27 14:04:19,延平北路九段323號(後方堤外),6,1
286,YouBike2.0_延平北路八段133巷口,15,3,士林區,2023-05-27 06:03:14,延平北路八段133巷42號(對面),12,1
287,YouBike2.0_坤天亭,14,8,士林區,2023-05-27 13:09:14,延平北路八段96巷15號(前),5,1
289,YouBike2.0_福安國中,11,3,士林區,2023-05-27 12:35:15,延平北路七段250號(前),8,1
290,YouBike2.0_福安消防分隊,15,8,士林區,2023-05-27 14:10:20,延平北路七段42之7號(對面),6,1
291,YouBike2.0_聖山綠地,15,0,士林區,2023-05-27 13:59:04,忠義街94號(旁),15,1
292,YouBike2.0_芝山國小,30,9,士林區,2023-05-27 14:10:20,德行東路285號(德行東路283巷側人行道),20,1
293,YouBike2.0_士林新天地,29,2,士林區,2023-05-27 14:17:34,大南路325號前方,27,1
294,YouBike2.0_蘭雅國小,27,1,士林區,2023-05-27 14:16:16,礦溪街與中山北路六段195巷口,25,1
295,YouBike2.0_中正基河路口,28,9,士林區,2023-05-27 14:09:14,中正路420號前,19,1
296,YouBike2.0_福林公園(中正路),27,4,士林區,2023-05-27 14:17:34,中正路/志成街口(南側),22,1
297,YouBike2.0_至善臨溪路口,22,4,士林區,2023-05-27 14:17:34,至善路一段/臨溪路(西南側),18,1
299,YouBike2.0_東山路110巷口,16,5,士林區,2023-05-27 14:13:15,東山路114號對側,11,1
300,YouBike2.0_永平社會住宅,15,8,士林區,2023-05-27 13:19:14,環河北路三段261巷2號,7,1
302,YouBike2.0_通河街76巷/承德路四段10巷口,14,3,士林區,2023-05-27 14:13:15,承德路四段10巷37號(旁),10,1
303,YouBike2.0_芝山聖佑宮,15,3,士林區,2023-05-27 13:39:14,雨聲街90號旁,10,1
304,YouBike2.0_至誠雨聲街口,9,1,士林區,2023-05-27 14:17:34,至誠路二段與雨聲街口東北側,7,1
305,YouBike2.0_捷運線型公園(後街),13,2,士林區,2023-05-27 14:14:14,後街15號旁,11,1
306,YouBike2.0_天母公園,12,0,士林區,2023-05-27 14:07:04,中山北路七段141巷30號對側,12,1
307,YouBike2.0_基河文林路口,16,0,士林區,2023-05-27 14:18:13,基河路3-1號對側人行道,16,1
308,YouBike2.0_文林福華路口,19,2,士林區,2023-05-27 14:10:20,文林路 / 福華路口(東側),16,1
309,YouBike2.0_劍潭海外青年活動中心_1,24,3,士林區,2023-05-27 14:02:14,通河街 / 通河街2巷(南側),21,1
311,YouBike2.0_捷運劍潭站(1號出口),70,4,士林區,2023-05-27 14:04:19,捷運劍潭站(1號出口)北側,66,1
313,YouBike2.0_重慶北通河西街口,12,8,士林區,2023-05-27 10:25:15,重慶北路四段276號(前),4,1
314,YouBike2.0_葫蘆國小(延平北路五段285巷),15,2,士林區,2023-05-27 14:17:34,環河北路三段/延平北路五段285巷,13,1
315,YouBike2.0_社子市場,15,2,士林區,2023-05-27 14:01:16,延平北路六段67號旁,13,1
316,YouBike2.0_士林區農會社子分部,8,6,士林區,2023-05-27 14:12:14,社子街162號旁,2,1
318,YouBike2.0_文林路101巷口,7,2,士林區,2023-05-27 14:16:16,文林路100號前,5,1
319,YouBike2.0_延平北路五段257巷15弄口,13,5,士林區,2023-05-27 14:18:13,葫蘆街184號對側,8,1
322,YouBike2.0_中山福國路口,14,4,士林區,2023-05-27 12:45:15,中山北路五段837號前,8,1
323,YouBike2.0_德行公園,14,9,士林區,2023-05-27 13:56:15,德行西路33號對側,5,1
324,YouBike2.0_承德後港街口,11,5,士林區,2023-05-27 14:09:14,承德路四段/後港街口,5,1
325,YouBike2.0_中山北路五段698巷口,15,4,士林區,2023-05-27 14:16:16,中山北路五段692號前,11,1
329,YouBike2.0_海光公園南側,12,4,士林區,2023-05-27 14:09:14,葫蘆街79號對側公園,8,1
330,YouBike2.0_士商路40巷口,15,0,士林區,2023-05-27 14:12:04,士商路40巷2號旁,15,1
333,YouBike2.0_美崙公園,13,2,士林區,2023-05-27 14:10:09,美崙街118號斜對面人行道,11,1
334,YouBike2.0_臺北市立大學(忠誠路二段207巷),17,3,士林區,2023-05-27 14:17:34,忠誠路二段207巷/士東路299巷口,14,1
336,YouBike2.0_美崙公園(東北側),15,1,士林區,2023-05-27 13:28:04,文林路587巷115號對側,14,1
337,YouBike2.0_台北花木批發市場,32,2,文山區,2023-05-27 14:18:13,萬盛街/興隆路一段(西北側),29,1
338,YouBike2.0_捷運萬隆站(4號出口),21,2,文山區,2023-05-27 14:14:14,羅斯福路5段210號(前),19,1
339,YouBike2.0_捷運萬隆站(1號出口),34,4,文山區,2023-05-27 14:18:13,羅斯福路五段250號(前),30,1
340,YouBike2.0_萬和二號公園,26,4,文山區,2023-05-27 14:03:15,萬隆街255號(對面),22,1
